,recipeA,recipeB,shared_ingred
9565,Loaf cake with apple and cinnamon,Breakfast muffins,4
9566,Loaf cake with apple and cinnamon,American fried chicken with spicy chickpeas and honey glazed tomatoes,1
9567,Loaf cake with apple and cinnamon,American-style chocolate brownies,3
9568,Loaf cake with apple and cinnamon,American-style mango pancakes,3
9569,Loaf cake with apple and cinnamon,American style pancakes with sausage,3
9570,Loaf cake with apple and cinnamon,American-style pancakes with blueberries,2
9571,Loaf cake with apple and cinnamon,American-style pancakes with blueberries,4
9572,Loaf cake with apple and cinnamon,Anatra con melagrana (duck with pomegranate) and sautéed escarole,1
9573,Loaf cake with apple and cinnamon,An authentic ragù bolognese,0
9574,Loaf cake with apple and cinnamon,Anchoïade dip,0
9575,Loaf cake with apple and cinnamon,Anchoïade with crudites,1
9576,Loaf cake with apple and cinnamon,Anchovy and sage crisps,1
9577,Loaf cake with apple and cinnamon,Pork chops with celeriac mash and apple and ale gravy,2
9578,Loaf cake with apple and cinnamon,An extraordinary way with lettuce,1
9579,Loaf cake with apple and cinnamon,Andalucian shrimp and spring onion fritters,1
9580,Loaf cake with apple and cinnamon,"Andalucian pork with apricots, prunes and herbs, rolled in paprika",1
9581,Loaf cake with apple and cinnamon,Feijoada ,0
9582,Loaf cake with apple and cinnamon,Angela's slow roasted ginger pork,0
9583,Loaf cake with apple and cinnamon,Angel food cake with lemon curd,3
9584,Loaf cake with apple and cinnamon,Chicken in white wine sauce,2
9585,Loaf cake with apple and cinnamon,Annika's glögg (Annika’s mulled wine),3
9586,Loaf cake with apple and cinnamon,Anolini in brodo (meat filled pasta in chicken broth),1
9587,Loaf cake with apple and cinnamon,Easy cookies,3
9588,Loaf cake with apple and cinnamon,Anglesey eggs with bacon chops,2
9589,Loaf cake with apple and cinnamon,Antony's 'mainstay' mince,0
9590,Loaf cake with apple and cinnamon,Aperitivo di passata,1
9591,Loaf cake with apple and cinnamon,Apple and blueberry cobbler,4
9592,Loaf cake with apple and cinnamon,Delia's any kind of cheese sauce,1
9593,Loaf cake with apple and cinnamon,Apple and blackberry crumble,3
9594,Loaf cake with apple and cinnamon,Apple and blueberry pie,5
9595,Loaf cake with apple and cinnamon,Apple and carrot sesame crumble,3
9596,Loaf cake with apple and cinnamon,Apple and Cheshire cheese bake,3
9597,Loaf cake with apple and cinnamon,Apple and bacon chutney,1
9598,Loaf cake with apple and cinnamon,Apple and cinnamon kugelhopf with honeyed apples,5
9599,Loaf cake with apple and cinnamon,Loaf cake with apple and cinnamon,7
9600,Loaf cake with apple and cinnamon,Apple and filo tart with scallops and bacon salad,2
9601,Loaf cake with apple and cinnamon,Apple and lemon kites ,4
9602,Loaf cake with apple and cinnamon,Apple and passion fruit tartlets,4
9603,Apple and filo tart with scallops and bacon salad,15 minute pasta,2
9604,Apple and filo tart with scallops and bacon salad,3D biscuits ,2
9605,Apple and filo tart with scallops and bacon salad,2-hour Christmas dinner,5
9606,Apple and filo tart with scallops and bacon salad,Mustard and thyme crusted rib-eye of beef ,4
9607,Apple and filo tart with scallops and bacon salad,Aberdeen butteries (Rowies),3
9608,Apple and filo tart with scallops and bacon salad,Abundant steamed sea bass and seasonal clams with sizzling oil,3
9609,Apple and filo tart with scallops and bacon salad,A classic sponge cake (with passion fruit filling),2
9610,Apple and filo tart with scallops and bacon salad,Lemon curd ice cream,1
9611,Apple and filo tart with scallops and bacon salad,"A creamy, crunchy fruit sundae",1
9612,Apple and filo tart with scallops and bacon salad,"Acacia honey-glazed chicken breast with tomato, artichoke and watercress",5
9613,Apple and filo tart with scallops and bacon salad,Ackee and saltfish,5
9614,Apple and filo tart with scallops and bacon salad,Aged sirloin steak with Thai salad and toasted hazelnuts,4
9615,Apple and filo tart with scallops and bacon salad,Aglio e peperoncino,1
9616,Apple and filo tart with scallops and bacon salad,Agnello alla menta con insalata calda (Italian lamb casserole with warm salad),4
9617,Apple and filo tart with scallops and bacon salad,Aïoli,3
9618,Apple and filo tart with scallops and bacon salad,Adhraki gosht (lamb masala in a tomato and ginger sauce),2
9619,Apple and filo tart with scallops and bacon salad,Ajwain parathas ,2
9620,Apple and filo tart with scallops and bacon salad,Albanian baked lamb with rice (Tavë kosi),4
9621,Apple and filo tart with scallops and bacon salad,Saturday Kitchen Sling ,1
9622,Apple and filo tart with scallops and bacon salad,Aji de gallina,2
9623,Apple and filo tart with scallops and bacon salad,Ajitsuke tamago (Japanese pickled eggs),1
9624,Apple and filo tart with scallops and bacon salad,Albondigas (spicy Mexican meatballs with red rice),3
9625,Apple and filo tart with scallops and bacon salad,All-in-one rib roast with horseradish glaze,0
9626,Apple and filo tart with scallops and bacon salad,"Prawns al cremat with a Little Gem, dandelion and watercress salad served with aioli",5
9627,Apple and filo tart with scallops and bacon salad,All-day breakfast frittata,4
9628,Apple and filo tart with scallops and bacon salad,All-purpose easy butter cake,2
9629,Apple and filo tart with scallops and bacon salad,Ale fruit loaf,1
9630,Apple and filo tart with scallops and bacon salad,All-in-one white sauce,2
9631,Apple and filo tart with scallops and bacon salad,Almond and cauliflower korma curry,4
9632,Apple and filo tart with scallops and bacon salad,"Almond, cranberry and orange biscotti",1
9633,Apple and filo tart with scallops and bacon salad,Almond-crusted salmon with chilli spinach,4
9634,Apple and filo tart with scallops and bacon salad,Almond and lemon polenta cake with orange mascarpone,2
9635,Apple and filo tart with scallops and bacon salad,Almond lentil stew,3
9636,Apple and filo tart with scallops and bacon salad,Almond dipping sauce with pitta bread fingers,2
9637,Apple and filo tart with scallops and bacon salad,Almond pancakes with ice cream and toffee sauce,2
9638,Apple and filo tart with scallops and bacon salad,Almond puddings with Christmas pudding ice cream,2
9639,Apple and filo tart with scallops and bacon salad,Almond-rolled goats' cheese,4
9640,Apple and filo tart with scallops and bacon salad,Almond rice pudding and cherry compôte,2
9641,Apple and filo tart with scallops and bacon salad,Almond praline,0
9642,Apple and filo tart with scallops and bacon salad,Almondy mince pies,2
9643,Apple and filo tart with scallops and bacon salad,Almond tart,1
9644,Apple and filo tart with scallops and bacon salad,Almond semifreddo,2
9645,Apple and filo tart with scallops and bacon salad,Alpine pizza,3
9646,Apple and filo tart with scallops and bacon salad,Almond soup,4
9647,Apple and filo tart with scallops and bacon salad,Alternative fish and chips,3
9648,Apple and filo tart with scallops and bacon salad,Aloo panchporan (Stir-fried potatoes tempered with five spices),3
9649,Apple and filo tart with scallops and bacon salad,Amaretti and berry sundae,1
9650,Apple and filo tart with scallops and bacon salad,Amaretti biscuits,0
9651,Apple and filo tart with scallops and bacon salad,"Salt crust chicken with peas, broad beans and mousseron mushrooms",5
9652,Apple and filo tart with scallops and bacon salad,Amaretti tiramisu,1
9653,Apple and filo tart with scallops and bacon salad,Amaretti biscuits,0
9654,Apple and filo tart with scallops and bacon salad,Amaretti-stuffed pears with red wine and vanilla sauce,1
9655,Apple and filo tart with scallops and bacon salad,Amaretti biscuits,2
9656,Apple and filo tart with scallops and bacon salad,A medley of shellfish with baby vegetables,4
9657,Apple and filo tart with scallops and bacon salad,Amaretto vanilla custard,1
9658,Apple and filo tart with scallops and bacon salad,Amazing apple tarts,3
9659,Apple and filo tart with scallops and bacon salad,American baked cheesecake,2
9660,Apple and filo tart with scallops and bacon salad,American-style pancakes with bacon and maple syrup,3
9661,Apple and filo tart with scallops and bacon salad,Gluten-free American buttermilk pancakes,3
9662,Apple and filo tart with scallops and bacon salad,American pancakes with flambéed cherries and warm chocolate sauce,1
9663,Apple and filo tart with scallops and bacon salad,Chocolate ripple cheesecake,2
9664,Apple and filo tart with scallops and bacon salad,Breakfast muffins,2
9665,Apple and filo tart with scallops and bacon salad,American fried chicken with spicy chickpeas and honey glazed tomatoes,2
9666,Apple and filo tart with scallops and bacon salad,American-style chocolate brownies,2
9667,Apple and filo tart with scallops and bacon salad,American-style mango pancakes,2
9668,Apple and filo tart with scallops and bacon salad,American style pancakes with sausage,2
9669,Apple and filo tart with scallops and bacon salad,American-style pancakes with blueberries,1
9670,Apple and filo tart with scallops and bacon salad,American-style pancakes with blueberries,2
9671,Apple and filo tart with scallops and bacon salad,Anatra con melagrana (duck with pomegranate) and sautéed escarole,4
9672,Apple and filo tart with scallops and bacon salad,An authentic ragù bolognese,4
9673,Apple and filo tart with scallops and bacon salad,Anchoïade dip,3
9674,Apple and filo tart with scallops and bacon salad,Anchoïade with crudites,3
9675,Apple and filo tart with scallops and bacon salad,Anchovy and sage crisps,1
9676,Apple and filo tart with scallops and bacon salad,Pork chops with celeriac mash and apple and ale gravy,6
9677,Apple and filo tart with scallops and bacon salad,An extraordinary way with lettuce,2
9678,Apple and filo tart with scallops and bacon salad,Andalucian shrimp and spring onion fritters,2
9679,Apple and filo tart with scallops and bacon salad,"Andalucian pork with apricots, prunes and herbs, rolled in paprika",3
9680,Apple and filo tart with scallops and bacon salad,Feijoada ,4
9681,Apple and filo tart with scallops and bacon salad,Angela's slow roasted ginger pork,2
9682,Apple and filo tart with scallops and bacon salad,Angel food cake with lemon curd,2
9683,Apple and filo tart with scallops and bacon salad,Chicken in white wine sauce,3
9684,Apple and filo tart with scallops and bacon salad,Annika's glögg (Annika’s mulled wine),1
9685,Apple and filo tart with scallops and bacon salad,Anolini in brodo (meat filled pasta in chicken broth),2
9686,Apple and filo tart with scallops and bacon salad,Easy cookies,2
9687,Apple and filo tart with scallops and bacon salad,Anglesey eggs with bacon chops,6
9688,Apple and filo tart with scallops and bacon salad,Antony's 'mainstay' mince,5
9689,Apple and filo tart with scallops and bacon salad,Aperitivo di passata,1
9690,Apple and filo tart with scallops and bacon salad,Apple and blueberry cobbler,2
9691,Apple and filo tart with scallops and bacon salad,Delia's any kind of cheese sauce,3
9692,Apple and filo tart with scallops and bacon salad,Apple and blackberry crumble,3
9693,Apple and filo tart with scallops and bacon salad,Apple and blueberry pie,3
9694,Apple and filo tart with scallops and bacon salad,Apple and carrot sesame crumble,3
9695,Apple and filo tart with scallops and bacon salad,Apple and Cheshire cheese bake,2
9696,Apple and filo tart with scallops and bacon salad,Apple and bacon chutney,3
9697,Apple and filo tart with scallops and bacon salad,Apple and cinnamon kugelhopf with honeyed apples,3
9698,Apple and filo tart with scallops and bacon salad,Loaf cake with apple and cinnamon,2
9699,Apple and filo tart with scallops and bacon salad,Apple and filo tart with scallops and bacon salad,13
9700,Apple and filo tart with scallops and bacon salad,Apple and lemon kites ,2
9701,Apple and filo tart with scallops and bacon salad,Apple and passion fruit tartlets,4
9702,Apple and lemon kites ,15 minute pasta,0
9703,Apple and lemon kites ,3D biscuits ,4
9704,Apple and lemon kites ,2-hour Christmas dinner,4
9705,Apple and lemon kites ,Mustard and thyme crusted rib-eye of beef ,1
9706,Apple and lemon kites ,Aberdeen butteries (Rowies),4
9707,Apple and lemon kites ,Abundant steamed sea bass and seasonal clams with sizzling oil,1
9708,Apple and lemon kites ,A classic sponge cake (with passion fruit filling),3
9709,Apple and lemon kites ,Lemon curd ice cream,1
9710,Apple and lemon kites ,"A creamy, crunchy fruit sundae",1
9711,Apple and lemon kites ,"Acacia honey-glazed chicken breast with tomato, artichoke and watercress",2
9712,Apple and lemon kites ,Ackee and saltfish,1
9713,Apple and lemon kites ,Aged sirloin steak with Thai salad and toasted hazelnuts,0
9714,Apple and lemon kites ,Aglio e peperoncino,0
9715,Apple and lemon kites ,Agnello alla menta con insalata calda (Italian lamb casserole with warm salad),0
9716,Apple and lemon kites ,Aïoli,2
9717,Apple and lemon kites ,Adhraki gosht (lamb masala in a tomato and ginger sauce),1
9718,Apple and lemon kites ,Ajwain parathas ,2
9719,Apple and lemon kites ,Albanian baked lamb with rice (Tavë kosi),3
9720,Apple and lemon kites ,Saturday Kitchen Sling ,1
9721,Apple and lemon kites ,Aji de gallina,1
9722,Apple and lemon kites ,Ajitsuke tamago (Japanese pickled eggs),2
9723,Apple and lemon kites ,Albondigas (spicy Mexican meatballs with red rice),2
9724,Apple and lemon kites ,All-in-one rib roast with horseradish glaze,1
9725,Apple and lemon kites ,"Prawns al cremat with a Little Gem, dandelion and watercress salad served with aioli",1
9726,Apple and lemon kites ,All-day breakfast frittata,1
9727,Apple and lemon kites ,All-purpose easy butter cake,4
9728,Apple and lemon kites ,Ale fruit loaf,1
9729,Apple and lemon kites ,All-in-one white sauce,3
9730,Apple and lemon kites ,Almond and cauliflower korma curry,1
9731,Apple and lemon kites ,"Almond, cranberry and orange biscotti",5
9732,Apple and lemon kites ,Almond-crusted salmon with chilli spinach,1
9733,Apple and lemon kites ,Almond and lemon polenta cake with orange mascarpone,5
9734,Apple and lemon kites ,Almond lentil stew,1
9735,Apple and lemon kites ,Almond dipping sauce with pitta bread fingers,2
9736,Apple and lemon kites ,Almond pancakes with ice cream and toffee sauce,5
9737,Apple and lemon kites ,Almond puddings with Christmas pudding ice cream,6
9738,Apple and lemon kites ,Almond-rolled goats' cheese,2
9739,Apple and lemon kites ,Almond rice pudding and cherry compôte,5
9740,Apple and lemon kites ,Almond praline,3
9741,Apple and lemon kites ,Almondy mince pies,5
9742,Apple and lemon kites ,Almond tart,6
9743,Apple and lemon kites ,Almond semifreddo,3
9744,Apple and lemon kites ,Alpine pizza,3
9745,Apple and lemon kites ,Almond soup,2
9746,Apple and lemon kites ,Alternative fish and chips,4
9747,Apple and lemon kites ,Aloo panchporan (Stir-fried potatoes tempered with five spices),1
9748,Apple and lemon kites ,Amaretti and berry sundae,1
9749,Apple and lemon kites ,Amaretti biscuits,4
9750,Apple and lemon kites ,"Salt crust chicken with peas, broad beans and mousseron mushrooms",5
9751,Apple and lemon kites ,Amaretti tiramisu,2
9752,Apple and lemon kites ,Amaretti biscuits,3
9753,Apple and lemon kites ,Amaretti-stuffed pears with red wine and vanilla sauce,2
9754,Apple and lemon kites ,Amaretti biscuits,4
9755,Apple and lemon kites ,A medley of shellfish with baby vegetables,1
9756,Apple and lemon kites ,Amaretto vanilla custard,3
9757,Apple and lemon kites ,Amazing apple tarts,5
9758,Apple and lemon kites ,American baked cheesecake,5
9759,Apple and lemon kites ,American-style pancakes with bacon and maple syrup,5
9760,Apple and lemon kites ,Gluten-free American buttermilk pancakes,4
