,title,description,ingredients,instructions,rating_stars,review_count,photo_url,total_time_minutes,url
967,Chocolate Chip Cookie Dough Cheesecake,"If you love chocolate chip cookie dough straight out of the batter bowl or in ice cream, you'll love this next recipe! A small piece goes a long way! It's well worth the work!","['Crust:', '1 1/2 cups finely crushed chocolate wafer cookies', '2 tablespoons white sugar', '1/4 cup melted butter', 'Cake:', '2 (8 ounce) packages cream cheese, cut into chunks', '3/4 cup white sugar', '2 tablespoons white sugar', '1 cup sour cream', '3 large eggs', '1 teaspoon vanilla extract', 'Cookie Dough:', '1/4 cup butter, softened', '1/4 cup firmly packed brown sugar', '1/4 cup white sugar', '2 tablespoons water', '1 teaspoon vanilla extract', '1 cup semisweet chocolate chips', '1/2 cup all-purpose flour', 'Topping:', '1 cup sour cream', '2 teaspoons white sugar', '1 teaspoon vanilla extract']","['Preheat oven to 350 degrees F (175 degrees C).', 'Mix the chocolate wafer cookie crumbs, 2 tablespoons white sugar, and melted butter together in a bowl. Press firmly into the bottom and 1/2-inch up the sides of a 9-inch springform pan.', 'Bake crust in the preheated oven until set, about 8 minutes.', 'Beat cream cheese and 3/4 cup plus 2 tablespoons white sugar together in a bowl until creamy. Add 1 cup sour cream, eggs, and 1 teaspoon vanilla extract; beat until batter is smooth. Pour batter over crust into springform pan.', 'Beat 1/4 cup butter, brown sugar, and 1/4 cup white sugar together in a bowl. Stir water and 1 teaspoon vanilla extract into brown sugar mixture. Add chocolate chips and flour; stir until cookie dough is well-combined. Drop cookie dough in 2 tablespoon portions evenly over the top of the cheesecake, pushing dough beneath the surface of the batter.', 'Bake in the preheated oven until cheesecake is almost completely set and jiggles slightly in center when shaken, about 40 minutes.', 'Stir 1 cup sour cream, 2 teaspoons white sugar, and 1 teaspoon vanilla together in a bowl until smooth. Spread sour cream mixture over hot cheesecake. Cool cake to room temperature and refrigerate until cold, at least 4 hours.']",4.52,133,http://images.media-allrecipes.com/userphotos/250x250/51988.jpg,320,http://allrecipes.com/Recipe/7631/
968,Granny Cake I,"This cake recipe is easy to make, using pineapple for a fruity cake and also makes a glaze that helps deliver a cake that is very moist.","['2 eggs', '1 (20 ounce) can crushed pineapple with juice', '2 cups all-purpose flour', '1 cup white sugar', '1 teaspoon baking soda', '1 teaspoon salt', '1 teaspoon vanilla extract', '1/2 cup packed light brown sugar', '1/2 cup chopped walnuts', '1/2 cup butter', '1/2 cup white sugar', '1/2 cup evaporated milk', '1 teaspoon vanilla extract']","['Preheat oven to 350 degrees F (175 degrees C).', 'Mix the eggs, undrained crushed pineapple, flour, 1 cup of the white sugar, baking soda, salt, and 1 teaspoon of the vanilla together and stir until just combined. Pour batter into one ungreased 9x13 inch baking pan.', 'Combine the light brown sugar and the chopped nuts. Sprinkle over the top of the cake batter. Bake in preheated oven for 25 to 35 minutes or until cake tests done. Remove cake from oven and pour topping over hot cake.', 'To Make Topping: In a small saucepan combine the butter or margarine, the evaporated milk, the remaining 1/2 cup of the white sugar, and 1 teaspoon of the vanilla. Cook over medium low heat, stirring occasionally until sugar is dissolved. Mixture will be thin. Pour over hot cake.']",4.64,32,http://images.media-allrecipes.com/userphotos/560x315/4281945.jpg,55,http://allrecipes.com/Recipe/7632/
969,Banana Angel Food Cake,This light and fluffy banana flavored cake flecked with oats adds variation to the traditional Angel Food Cake.,"['1 1/2 cups egg whites', '1/2 teaspoon cream of tartar', '1/4 teaspoon baking powder', '1 teaspoon vanilla extract', '1/2 teaspoon ground cinnamon', '1/4 cup rolled oats', '3 ripe bananas, mashed', '1 cup cake flour', ""2 cups confectioners' sugar"", '1/4 teaspoon salt']","['Preheat oven to 325 degrees F (165 degrees C).', 'Beat egg whites until stiff but not dry.', 'Combine cream of tartar, baking powder, vanilla, cinnamon, oats, and mashed bananas.', ""In a separate bowl combine the flour, confectioner's sugar, and salt."", 'Fold the banana mixture into the egg whites. Then fold the flour mixture into the egg white/banana mixture. Pour batter into one 9 or 10 inch round cake pan, coated with a non-stick cooking spray.', ""Bake at 325 degrees (165 degrees C) for 1 hour, until cake is firm and lightly golden. Cool for five minutes then slip out of pan onto a serving dish. Garnish with a light dusting of confectioner's sugar.""]",2.7,9,http://images.media-allrecipes.com/userphotos/250x250/505019.jpg,90,http://allrecipes.com/Recipe/7634/
970,Sour Cream Torte,"This torte is legendary at work; one time it caused a near riot and disappeared in 5 minutes!  It's very unusual and tastes like those small butter/nut cookies rolled in powdered sugar.  It's not hard to make, it just takes some time, but I guarantee it's worth it!","['3 cups all-purpose flour', '3/4 cup white sugar', '1 cup butter', '1 egg', '2 cups sour cream', ""1 1/2 cups confectioners' sugar"", '2 cups chopped walnuts', '1 teaspoon vanilla extract']","['Preheat oven to 350 degrees F (175 degrees C).', 'In a large bowl mix the flour and white sugar together. Cut in the butter or margarine with a pastry blender or two knives until mealy. Stir in the unbeaten egg and mix with your hands until dough holds together.', ""Divide dough into 7 equal parts. Roll each part into a 9 inch circle on a lightly floured non-stick cookie sheet. (Cookie sheets need to be without edges so you can roll out cookies on the cookie sheet as you can't transfer cookie after it's rolled out.) If the cookie edges get uneven while rolling out, just push them back and roll again until you get a fairly even 9 inch circle."", 'Bake at 350 degrees F (175 degrees C) for 10 to 12 minutes, until lightly browned on edges. Cool and remove gently.', ""To Make Filling: Combine sour cream, confectioner's sugar, chopped walnuts, and vanilla and mix until smooth. Divide filling into 6 equal portions."", 'Assemble cookie layers by putting filling between cookie layers, stacking up as you go. (The 7th cookie sets on top of the stack; there is no sour cream filling on top of it.) Sift confectioner\'s sugar on the top cookie. Refrigerate for at least 5 hours or longer so the whole thing can meld & mellow together into a ""cake-like"" torte. Cut into wedges and stand back while everyone goes NUTS!']",4.32,16,http://images.media-allrecipes.com/userphotos/250x250/531137.jpg,0,http://allrecipes.com/Recipe/7633/
971,Screw Pine Cake,This is a beautiful Malaysian-style layer cake. It is a very time-consuming cake to make but well worth the effort. Very rich but very delicious. Screwpine (more commonly known as 'pandan') is a kind of fragrant leaf plant native to Malaysia but it can be found in paste form in most Asian grocery stores.,"['1 1/4 cups white sugar', '20 egg yolks', '4 eggs', '3/4 cup all-purpose flour', '2 cups butter', '2 (10 ounce) cans coconut milk', '2 tablespoons pandan paste', '1/2 teaspoon green food coloring', '1 tablespoon ovalette', '1/2 teaspoon salt']","['Preheat oven to 400 degrees F (200 degrees C). Line one 13x9 inch pan with a greased cake sheet.', 'Beat eggs and sugar together until creamy. In a separate bowl, mix ovalette, butter, and coconut milk. Add into the egg mixture and continue mixing until ingredients are blended well. Stir in the sifted flour and salt. Mix well.', 'Separate batter into 2 bowls. Mix one bowl with the pandan paste and the green food coloring , making sure that the color is stirred in well. Pour 1 to 2 soup-ladle scoops of green cake mixture onto pan. Even it out so that the mixture covers the base of the pan', ""Pour 1-2 soup-ladle scoops of green cake mixture onto pan. Even it out so that the mixture covers the base of the pan. Bake it in a 400 degrees F (200 degrees C) oven until the top is brown. Take it out of the oven, prick the top gently with a fork and brush some butter over the top. Pour 1-2 scoops of the 'normal' colored cake mixture on top of the first layer. Spread evenly."", ""Change your oven setting so that you're using the upper fire only (broiler). Increase temperature to 450 degrees F (230 degrees C). Bake the second layer till the top turns brown. Repeat the above procedure, alternating the colors each layer, until there is no cake mix left."", 'Let cake cool and cut and serve in finger-size portions. (I do not recommend that this cake be eaten in chunks because it is very rich and high in cholesterol). Refrigerate any uneaten portions. Cake keeps well for 2 weeks if refrigerated. Thaw it for about 1/2 hour before eating.']",3.0,2,http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,0,http://allrecipes.com/Recipe/7635/
972,Halloween Layer Cake,Halloween is celebrated by young and old and I am enclosing a good cake recipe for such a festive occasion.,"['1 3/4 cups cake flour', '1 teaspoon baking soda', '1 teaspoon salt', '1 1/2 cups white sugar', '1/3 cup shortening', '1 cup buttermilk', '3 egg whites', '4 (1 ounce) squares unsweetened chocolate, melted', '1 teaspoon butter', '1/3 cup butter, softened', '1 1/2 tablespoons orange zest', '1 teaspoon lemon zest', '1/4 teaspoon salt', '1 egg yolk', ""4 cups sifted confectioners' sugar"", '1 tablespoon orange juice', '2 teaspoons lemon juice']","['Preheat oven to 350 degrees F (175 degrees C). Line the bottoms of two 8 or 9 inch round cake pans with parchment paper.', 'Sift together the flour, baking soda, salt, and white sugar.', 'Beat shortening until light and fluffy. Mix in dry ingredients. Add 3/4 cup of buttermilk and mix until all flour is dampened. Then beat with electric mixer. Add egg whites, melted chocolate, and remaining buttermilk, beat well and pour batter into prepared pans.', 'Bake at 350 degrees F (175 degrees C) for 30 minutes. When cake is cool frost between layer and over top and sides with Golden Orange Frosting. Mark outlines of Halloween cats and bats by lightly pressing paper cut-outs into frosting, then removing paper. Melt 1 square unsweetened chocolate with 1 tsp. butter. Using a brush, fill in the outlines with the chocolate mixture.', 'To Make Golden Orange Frosting: Cream together butter, orange rind, lemon rind, and salt. Add egg yolk and mix well. Add confectioners sugar, alternately with orange juice and lemon juice, beating well after each addition. Makes 2 cups frosting, or enough to cover tops and sides of two 9 inch layers.']",3.75,2,http://images.media-allrecipes.com/global/recipes/nophoto/nopicture-910x511.png,60,http://allrecipes.com/Recipe/7636/
973,Butter Cream Frosting I,"This is a frosting I normally put on birthday cakes.  Its like the frosting that bakeries put on cakes, but I much prefer to make my own since I know what I am putting into it, and as always, homemade is best.  This recipe contains raw eggs. We recommend that pregnant women, young children, the elderly and the infirm do not consume raw eggs.","['1/2 cup butter, softened', '1/8 teaspoon salt', ""4 cups confectioners' sugar"", '2 egg yolk, beaten', '1 teaspoon vanilla extract', '2 tablespoons milk']","['Cream butter until soft. Add salt and part of sugar gradually, blending after each addition. Then add egg yolks and vanilla; blend well. Add remaining sugar, alternately with milk, until of right consistency to spread, beating after each addition until smooth. Makes 2 1/2 cups or enough frosting to cover tops and sides of two 8 or 9 inch layers.', 'Note: If desired, 1 whole egg may be substituted for the 2 egg yolks to make 2 3/4 cups frosting.']",4.34,136,http://images.media-allrecipes.com/userphotos/250x250/216732.jpg,30,http://allrecipes.com/Recipe/7638/
974,Golden Orange Frosting,Golden colored orange zest flecked frosting. Adds a nice bright finishing touch to your cakes.,"['1/3 cup butter, softened', '1 1/2 tablespoons orange zest', '1 teaspoon lemon zest', '1/4 teaspoon salt', '1 egg yolk', ""4 cups confectioners' sugar"", '1 tablespoon orange juice', '2 teaspoons lemon juice']","['Cream together butter, orange rind, lemon rind, and salt. Add egg yolk and mix well. Add confectioners sugar, alternately with orange juice and lemon juice, beating well after each addition. Makes 2 cups frosting, or enough to cover tops and sides of two 9 inch layers.']",4.32,17,http://images.media-allrecipes.com/userphotos/250x250/578894.jpg,0,http://allrecipes.com/Recipe/7637/
975,Philly Cheesecake,"Just plain-old, extra good cheesecake like the ones from New York and Philly. You may cover the cake with a layer of strawberries, cherries, etc. but, in my opinion, this cake is very, very good and easily stands on its own.  The fruit just distracts from its great flavor and texture.","['1 1/2 tablespoons butter', '1/2 cup graham cracker crumbs', '12 ounces cream cheese', '3/4 cup white sugar', '4 eggs', '2 tablespoons all-purpose flour', '1 1/2 teaspoons vanilla extract', '1/2 teaspoon salt', '2 cups heavy whipping cream']","['Grease an 8 inch springform pan thickly with butter. Turn pan on its side, place a few graham cracker crumbs in pan and shake so crumbs stick to sides. Keep turning and add crumbs as needed until sides are well coated. Set pan upright and coat bottom of pan. Put pan into freezer for 30 minutes or refrigerator for 2 hours.', 'Preheat oven to 300 degrees F (150 degrees C).', 'With electric beater, mix cream cheese, sugar, egg yolks, flour, vanilla, and salt. Beat thoroughly and then turn mixer to slowest speed and slowly pour in the cream.', 'Beat the egg whites until stiff but not dry. Add to the above mixture and fold the whites in by hand, lightly but thoroughly. Pour mixture into the crumb-lined pan.', 'Set pan into shallow pan containing 1 inch hot water and bake at 300 degrees F (150 degrees C) for 1 1/2 hours. Refrigerate for at least 6 hours before serving.']",4.57,40,http://images.media-allrecipes.com/userphotos/250x250/35865.jpg,90,http://allrecipes.com/Recipe/7639/
976,Gob Cake,"The gob cake is a Pennsylvanian relative of whoopie pie, combining a chocolate cake with sweet, creamy icing, as done in this recipe.","['3 cups all-purpose flour', '2 cups white sugar', '3 teaspoons baking soda', '6 tablespoons unsweetened cocoa powder', '1 teaspoon salt', '2/3 cup vegetable oil', '3 tablespoons distilled white vinegar', '2 teaspoons vanilla extract', '2 cups water', '1/2 cup butter, softened', '1/2 cup shortening', '2/3 cup milk', '1 teaspoon vanilla extract', '1 cup white sugar']","['Preheat oven to 325 degrees F (165 degrees C).', 'Mix the flour, 2 cups of the sugar, baking soda, 6 tablespoons of the cocoa, salt, vegetable oil, vinegar, 2 teaspoons vanilla, and the water together. Stir until just combined. Pour batter into on ungreased 13x9 inch baking pan.', 'Bake at 325 degrees F (165 degrees C) for 30 to 35 minutes. Let cake cool than ice.', 'To Make Icing: Beat together the butter or margarine, vegetable shortening, 1 cup sugar, milk, and 1 teaspoon vanilla. Continue beating for 10 minutes. Spread over cooled cake.']",3.9,36,http://images.media-allrecipes.com/userphotos/560x315/4484397.jpg,0,http://allrecipes.com/Recipe/7640/
